text,intent,tema,lokasi,budget_min,budget_max,jumlah_tamu,tipe_acara,venue,waktu
venue modern padang 100 70jt-90jt lamaran masjid,cari_venue,modern,padang,70000000,90000000,100,lamaran,masjid,siang
dekor modern surabaya 250 60jt-80jt akad+resepsi outdoor malam,cari_dekor,modern,surabaya,60000000,80000000,250,akad+resepsi,outdoor,malam
venue minimalis tasikmalaya 550 <= 8jt akad cafe,cari_venue,minimalis,tasikmalaya,0,8000000,550,akad,cafe,
paket mix_sunda_jawa makassar 350 150jt-175jt akad rooftop,cari_rekomendasi_paket,mix_sunda_jawa,makassar,150000000,175000000,350,akad,rooftop,pagi
estimasi melayu garut 500 estimasi akad,estimasi_budget,melayu,garut,0,0,500,akad,cafe,malam
paket melayu pekanbaru 100 150jt-200jt akad+resepsi resort,cari_rekomendasi_paket,melayu,pekanbaru,150000000,200000000,100,akad+resepsi,resort,
paket melayu cirebon 600 120jt-180jt lamaran pagi,cari_rekomendasi_paket,melayu,cirebon,120000000,180000000,600,lamaran,outdoor,pagi
catering mix_sunda_jawa yogyakarta 400 60jt-80jt lamaran+akad resort,cari_catering,mix_sunda_jawa,yogyakarta,60000000,80000000,400,lamaran+akad,resort,malam
paket internasional depok 30 90jt-120jt lamaran villa,cari_rekomendasi_paket,internasional,depok,90000000,120000000,30,lamaran,villa,siang
estimasi rustic medan 120 estimasi resepsi malam,estimasi_budget,rustic,medan,0,0,120,resepsi,rooftop,malam
venue minang surabaya 250 30jt-50jt akad gedung,cari_venue,minang,surabaya,30000000,50000000,250,akad,gedung,weekday
catering minang medan 450 lamaran restoran minggu,cari_catering,minang,medan,150000000,200000000,450,lamaran,restoran,minggu
paket minang sentul 350 90jt-105jt akad restoran,cari_rekomendasi_paket,minang,sentul,90000000,105000000,350,akad,restoran,
estimasi bugis cirebon 500 estimasi akad,estimasi_budget,bugis,cirebon,0,0,500,akad,restoran,malam
vendor minang sentul 120 70jt-80jt akad gedung,cari_vendor,minang,sentul,70000000,80000000,120,akad,gedung,pagi
venue jawa malang 150 20jt-30jt lamaran,cari_venue,jawa,malang,20000000,30000000,150,lamaran,cafe,weekday
catering minang puncak 180 akad kebun weekday,cari_catering,minang,puncak,40000000,60000000,180,akad,kebun,weekday
estimasi modern garut 250 estimasi lamaran+akad restoran,estimasi_budget,modern,garut,0,0,250,lamaran+akad,restoran,
dekor batak bali 180 90jt-105jt lamaran+akad siang,cari_dekor,batak,bali,90000000,105000000,180,lamaran+akad,rumah,siang
dekor internasional cirebon 400 50jt-70jt akad hotel,cari_dekor,internasional,cirebon,50000000,70000000,400,akad,hotel,
estimasi melayu bandung 20 estimasi villa,estimasi_budget,melayu,bandung,0,0,20,akad,villa,
catering bugis semarang 400 20jt-40jt lamaran gedung,cari_catering,bugis,semarang,20000000,40000000,400,lamaran,gedung,malam
vendor modern tasikmalaya 300 80jt-100jt akad+resepsi,cari_vendor,modern,tasikmalaya,80000000,100000000,300,akad+resepsi,kebun,pagi
estimasi melayu medan 20 estimasi lamaran+akad ballroom,estimasi_budget,melayu,medan,0,0,20,lamaran+akad,ballroom,
cek sunda yogyakarta 80 <= 5jt resepsi ballroom,tanya_kemungkinan,sunda,yogyakarta,0,5000000,80,resepsi,ballroom,weekday
vendor minimalis tasikmalaya 500 30jt-50jt lamaran+akad ballroom weekday,cari_vendor,minimalis,tasikmalaya,30000000,50000000,500,lamaran+akad,ballroom,weekday
catering melayu medan 500 10jt-30jt akad outdoor malam,cari_catering,melayu,medan,10000000,30000000,500,akad,outdoor,malam
dekor melayu bandung 30 30jt-50jt resepsi hotel,cari_dekor,melayu,bandung,30000000,50000000,30,resepsi,hotel,weekday
catering jawa yogyakarta 180 5jt-15jt lamaran,cari_catering,jawa,yogyakarta,5000000,15000000,180,lamaran,kebun,minggu
catering batak surakarta 150 200jt-300jt lamaran rooftop,cari_catering,batak,surakarta,200000000,300000000,150,lamaran,rooftop,malam
cek sunda bali 550 60jt-70jt resepsi restoran malam,tanya_kemungkinan,sunda,bali,60000000,70000000,550,resepsi,restoran,malam
venue minimalis semarang 500 180jt-215jt akad gedung pagi,cari_venue,minimalis,semarang,180000000,215000000,500,akad,gedung,pagi
cek batak garut 100 50jt-70jt lamaran+akad gedung,tanya_kemungkinan,batak,garut,50000000,70000000,100,lamaran+akad,gedung,siang
cek minimalis semarang 200 40jt-60jt lamaran hotel,tanya_kemungkinan,minimalis,semarang,40000000,60000000,200,lamaran,hotel,pagi
estimasi rustic jakarta barat 400 estimasi lamaran resort,estimasi_budget,rustic,jakarta barat,0,0,400,lamaran,resort,
venue minimalis jakarta pusat 150 <= 20jt akad pantai,cari_venue,minimalis,jakarta pusat,0,20000000,150,akad,pantai,
catering bugis puncak 120 90jt-120jt lamaran hotel,cari_catering,bugis,puncak,90000000,120000000,120,lamaran,hotel,minggu
estimasi minimalis cirebon 200 estimasi lamaran+akad minggu,estimasi_budget,minimalis,cirebon,0,0,200,lamaran+akad,kebun,minggu
cek modern medan 500 80jt-90jt akad+resepsi outdoor,tanya_kemungkinan,modern,medan,80000000,90000000,500,akad+resepsi,outdoor,siang
venue jawa surakarta 250 50jt-60jt akad+resepsi hotel,cari_venue,jawa,surakarta,50000000,60000000,250,akad+resepsi,hotel,pagi
venue minang puncak 80 10jt-30jt resepsi pantai,cari_venue,minang,puncak,10000000,30000000,80,resepsi,pantai,pagi
estimasi mix_sunda_jawa bogor 80 estimasi akad masjid pagi,estimasi_budget,mix_sunda_jawa,bogor,0,0,80,akad,masjid,pagi
paket mix_sunda_jawa semarang 80 90jt-105jt lamaran cafe,cari_rekomendasi_paket,mix_sunda_jawa,semarang,90000000,105000000,80,lamaran,cafe,
estimasi bugis bali 20 estimasi lamaran+akad,estimasi_budget,bugis,bali,0,0,20,lamaran+akad,gedung,minggu
catering melayu padang 120 180jt-250jt restoran,cari_catering,melayu,padang,180000000,250000000,120,resepsi,restoran,minggu
vendor bugis malang 20 50jt-60jt lamaran+akad,cari_vendor,bugis,malang,50000000,60000000,20,lamaran+akad,villa,weekday
cek internasional jakarta barat 150 120jt-150jt lamaran+akad hotel pagi,tanya_kemungkinan,internasional,jakarta barat,120000000,150000000,150,lamaran+akad,hotel,pagi
estimasi melayu cirebon 150 estimasi lamaran rooftop,estimasi_budget,melayu,cirebon,0,0,150,lamaran,rooftop,malam
venue mix_sunda_jawa jakarta timur 400 30jt-50jt lamaran+akad resort,cari_venue,mix_sunda_jawa,jakarta timur,30000000,50000000,400,lamaran+akad,resort,siang
paket internasional medan 600 90jt-105jt villa,cari_rekomendasi_paket,internasional,medan,90000000,105000000,600,lamaran,villa,
paket minimalis jakarta selatan 150 <= 10jt lamaran,cari_rekomendasi_paket,minimalis,jakarta selatan,0,10000000,150,lamaran,gedung,
paket bugis sentul 250 100jt-150jt resepsi taman siang,cari_rekomendasi_paket,bugis,sentul,100000000,150000000,250,resepsi,taman,siang
catering batak sentul 600 10jt-30jt akad,cari_catering,batak,sentul,10000000,30000000,600,akad,kebun,
paket melayu cirebon 150 <= 5jt akad,cari_rekomendasi_paket,melayu,cirebon,0,5000000,150,akad,outdoor,siang
paket bugis tasikmalaya 50 <= 5jt akad taman malam,cari_rekomendasi_paket,bugis,tasikmalaya,0,5000000,50,akad,taman,malam
vendor jawa jakarta selatan 150 50jt-70jt akad resort,cari_vendor,jawa,jakarta selatan,50000000,70000000,150,akad,resort,minggu
venue jawa jakarta selatan 180 180jt-250jt lamaran+akad,cari_venue,jawa,jakarta selatan,180000000,250000000,180,lamaran+akad,cafe,pagi
dekor sunda bogor 500 80jt-90jt gedung,cari_dekor,sunda,bogor,80000000,90000000,500,lamaran+akad,gedung,weekday
dekor rustic jakarta pusat 400 <= 5jt akad+resepsi weekday,cari_dekor,rustic,jakarta pusat,0,5000000,400,akad+resepsi,resort,weekday
catering minang jakarta selatan 550 lamaran hotel,cari_catering,minang,jakarta selatan,120000000,180000000,550,lamaran,hotel,weekday
catering modern bogor 300 10jt-20jt resepsi villa,cari_catering,modern,bogor,10000000,20000000,300,resepsi,villa,
cek minimalis jakarta selatan 200 100jt-150jt resepsi restoran,tanya_kemungkinan,minimalis,jakarta selatan,100000000,150000000,200,resepsi,restoran,siang
catering minang tasikmalaya 200 100jt-150jt lamaran outdoor,cari_catering,minang,tasikmalaya,100000000,150000000,200,lamaran,outdoor,pagi
vendor bugis pekanbaru 50 50jt-70jt lamaran+akad,cari_vendor,bugis,pekanbaru,50000000,70000000,50,lamaran+akad,restoran,
catering jawa jakarta pusat 200 5jt-15jt resepsi villa,cari_catering,jawa,jakarta pusat,5000000,15000000,200,resepsi,villa,pagi
dekor batak yogyakarta 300 70jt-90jt akad gedung,cari_dekor,batak,yogyakarta,70000000,90000000,300,akad,gedung,
paket jawa puncak 400 90jt-120jt villa siang,cari_rekomendasi_paket,jawa,puncak,90000000,120000000,400,resepsi,villa,siang
cek melayu garut 600 100jt-150jt akad+resepsi ballroom,tanya_kemungkinan,melayu,garut,100000000,150000000,600,akad+resepsi,ballroom,weekday
dekor bugis bogor 600 150jt-200jt resepsi kebun,cari_dekor,bugis,bogor,150000000,200000000,600,resepsi,kebun,
venue mix_sunda_jawa puncak 50 <= 5jt lamaran pantai,cari_venue,mix_sunda_jawa,puncak,0,5000000,50,lamaran,pantai,siang
cek jawa bali 30 100jt-150jt kebun minggu,tanya_kemungkinan,jawa,bali,100000000,150000000,30,resepsi,kebun,minggu
estimasi jawa jakarta pusat 120 estimasi lamaran+akad masjid,estimasi_budget,jawa,jakarta pusat,0,0,120,lamaran+akad,masjid,malam
vendor jawa jakarta barat 250 30jt-40jt lamaran+akad taman,cari_vendor,jawa,jakarta barat,30000000,40000000,250,lamaran+akad,taman,minggu
vendor bugis bandung 350 50jt-70jt lamaran,cari_vendor,bugis,bandung,50000000,70000000,350,lamaran,hotel,
dekor internasional jakarta barat 400 60jt-80jt lamaran+akad ballroom minggu,cari_dekor,internasional,jakarta barat,60000000,80000000,400,lamaran+akad,ballroom,minggu
venue rustic bogor 20 <= 10jt resepsi taman,cari_venue,rustic,bogor,0,10000000,20,resepsi,taman,siang
estimasi minimalis bekasi 80 estimasi resepsi taman,estimasi_budget,minimalis,bekasi,0,0,80,resepsi,taman,malam
dekor melayu cirebon 50 200jt-250jt rooftop,cari_dekor,melayu,cirebon,200000000,250000000,50,akad,rooftop,malam
paket batak bekasi 550 <= 20jt akad+resepsi rooftop,cari_rekomendasi_paket,batak,bekasi,0,20000000,550,akad+resepsi,rooftop,pagi
paket rustic bali 50 150jt-200jt akad kebun,cari_rekomendasi_paket,rustic,bali,150000000,200000000,50,akad,kebun,
dekor batak bogor 350 80jt-100jt akad cafe,cari_dekor,batak,bogor,80000000,100000000,350,akad,cafe,minggu
dekor modern semarang 100 5jt-15jt lamaran taman,cari_dekor,modern,semarang,5000000,15000000,100,lamaran,taman,siang
catering minang sentul 450 80jt-100jt resepsi taman malam,cari_catering,minang,sentul,80000000,100000000,450,resepsi,taman,malam
vendor modern jakarta pusat 150 5jt-15jt resort,cari_vendor,modern,jakarta pusat,5000000,15000000,150,resepsi,resort,
estimasi modern semarang 450 estimasi lamaran+akad,estimasi_budget,modern,semarang,0,0,450,lamaran+akad,rumah,minggu
vendor jawa bandung 350 200jt-300jt ballroom,cari_vendor,jawa,bandung,200000000,300000000,350,akad+resepsi,ballroom,siang
dekor sunda bekasi 350 180jt-250jt ballroom,cari_dekor,sunda,bekasi,180000000,250000000,350,lamaran,ballroom,minggu
cek mix_sunda_jawa tasikmalaya 30 200jt-250jt resepsi,tanya_kemungkinan,mix_sunda_jawa,tasikmalaya,200000000,250000000,30,resepsi,hotel,minggu
vendor mix_sunda_jawa bandung 250 200jt-250jt akad+resepsi resort,cari_vendor,mix_sunda_jawa,bandung,200000000,250000000,250,akad+resepsi,resort,weekday
cek minang tasikmalaya 600 70jt-90jt lamaran masjid,tanya_kemungkinan,minang,tasikmalaya,70000000,90000000,600,lamaran,masjid,malam
venue minimalis makassar 150 <= 20jt lamaran outdoor,cari_venue,minimalis,makassar,0,20000000,150,lamaran,outdoor,
venue batak cirebon 100 60jt-70jt lamaran cafe,cari_venue,batak,cirebon,60000000,70000000,100,lamaran,cafe,
venue mix_sunda_jawa jakarta barat 250 <= 20jt lamaran+akad villa pagi,cari_venue,mix_sunda_jawa,jakarta barat,0,20000000,250,lamaran+akad,villa,pagi
venue internasional yogyakarta 350 200jt-300jt akad+resepsi pagi,cari_venue,internasional,yogyakarta,200000000,300000000,350,akad+resepsi,taman,pagi
dekor jawa depok 30 <= 8jt akad restoran,cari_dekor,jawa,depok,0,8000000,30,akad,restoran,malam
cek batak jakarta pusat 400 akad gedung weekday,tanya_kemungkinan,batak,jakarta pusat,0,10000000,400,akad,gedung,weekday
dekor jawa tasikmalaya 250 120jt-180jt akad+resepsi resort minggu,cari_dekor,jawa,tasikmalaya,120000000,180000000,250,akad+resepsi,resort,minggu
vendor batak sentul 50 40jt-60jt akad cafe minggu,cari_vendor,batak,sentul,40000000,60000000,50,akad,cafe,minggu
paket minimalis jakarta selatan 400 80jt-90jt akad pantai,cari_rekomendasi_paket,minimalis,jakarta selatan,80000000,90000000,400,akad,pantai,weekday
vendor minimalis semarang 80 90jt-105jt resepsi rooftop,cari_vendor,minimalis,semarang,90000000,105000000,80,resepsi,rooftop,minggu
catering melayu semarang 500 lamaran+akad gedung,cari_catering,melayu,semarang,200000000,250000000,500,lamaran+akad,gedung,minggu
paket modern makassar 450 90jt-120jt resepsi taman,cari_rekomendasi_paket,modern,makassar,90000000,120000000,450,resepsi,taman,siang
cek minimalis semarang 400 70jt-90jt akad rumah minggu,tanya_kemungkinan,minimalis,semarang,70000000,90000000,400,akad,rumah,minggu
catering rustic depok 250 <= 5jt resepsi hotel minggu,cari_catering,rustic,depok,0,5000000,250,resepsi,hotel,minggu
catering melayu sentul 30 30jt-50jt akad ballroom pagi,cari_catering,melayu,sentul,30000000,50000000,30,akad,ballroom,pagi
cek rustic puncak 300 <= 20jt akad outdoor,tanya_kemungkinan,rustic,puncak,0,20000000,300,akad,outdoor,
cek internasional garut 100 <= 8jt lamaran+akad gedung,tanya_kemungkinan,internasional,garut,0,8000000,100,lamaran+akad,gedung,
cek jawa malang 250 10jt-30jt akad masjid,tanya_kemungkinan,jawa,malang,10000000,30000000,250,akad,masjid,weekday
dekor batak surabaya 50 100jt-125jt akad rumah,cari_dekor,batak,surabaya,100000000,125000000,50,akad,rumah,malam
venue minang semarang 120 30jt-50jt resepsi masjid,cari_venue,minang,semarang,30000000,50000000,120,resepsi,masjid,siang
dekor minang bogor 200 5jt-15jt lamaran+akad taman,cari_dekor,minang,bogor,5000000,15000000,200,lamaran+akad,taman,siang
estimasi modern bali 30 estimasi lamaran+akad,estimasi_budget,modern,bali,0,0,30,lamaran+akad,pantai,siang
vendor internasional bekasi 30 5jt-10jt akad restoran,cari_vendor,internasional,bekasi,5000000,10000000,30,akad,restoran,
cek minimalis semarang 200 10jt-30jt akad outdoor,tanya_kemungkinan,minimalis,semarang,10000000,30000000,200,akad,outdoor,
catering sunda jakarta barat 450 <= 5jt restoran,cari_catering,sunda,jakarta barat,0,5000000,450,resepsi,restoran,malam
estimasi batak jakarta selatan 120 estimasi akad masjid siang,estimasi_budget,batak,jakarta selatan,0,0,120,akad,masjid,siang
estimasi internasional yogyakarta 80 estimasi akad,estimasi_budget,internasional,yogyakarta,0,0,80,akad,masjid,
estimasi minimalis sentul 150 estimasi,estimasi_budget,minimalis,sentul,0,0,150,akad+resepsi,pantai,pagi
venue minang surakarta 550 200jt-250jt akad villa,cari_venue,minang,surakarta,200000000,250000000,550,akad,villa,malam
paket minimalis tasikmalaya 300 120jt-150jt rooftop,cari_rekomendasi_paket,minimalis,tasikmalaya,120000000,150000000,300,akad+resepsi,rooftop,
cek bugis tasikmalaya 50 70jt-80jt lamaran+akad,tanya_kemungkinan,bugis,tasikmalaya,70000000,80000000,50,lamaran+akad,masjid,siang
cek minang garut 200 90jt-105jt akad+resepsi masjid,tanya_kemungkinan,minang,garut,90000000,105000000,200,akad+resepsi,masjid,pagi
cek jawa medan 100 5jt-10jt akad+resepsi outdoor,tanya_kemungkinan,jawa,medan,5000000,10000000,100,akad+resepsi,outdoor,weekday
venue sunda surabaya 150 5jt-15jt lamaran rumah pagi,cari_venue,sunda,surabaya,5000000,15000000,150,lamaran,rumah,pagi
estimasi minimalis jakarta selatan 550 estimasi akad,estimasi_budget,minimalis,jakarta selatan,0,0,550,akad,rumah,minggu
vendor mix_sunda_jawa garut 250 200jt-300jt resepsi villa minggu,cari_vendor,mix_sunda_jawa,garut,200000000,300000000,250,resepsi,villa,minggu
vendor rustic makassar 180 <= 20jt resepsi kebun,cari_vendor,rustic,makassar,0,20000000,180,resepsi,kebun,weekday
vendor minimalis surakarta 550 10jt-20jt akad masjid siang,cari_vendor,minimalis,surakarta,10000000,20000000,550,akad,masjid,siang
venue batak jakarta pusat 350 10jt-30jt resepsi resort siang,cari_venue,batak,jakarta pusat,10000000,30000000,350,resepsi,resort,siang
catering mix_sunda_jawa bali 550 60jt-80jt outdoor malam,cari_catering,mix_sunda_jawa,bali,60000000,80000000,550,akad+resepsi,outdoor,malam
venue minang medan 120 180jt-250jt lamaran+akad restoran weekday,cari_venue,minang,medan,180000000,250000000,120,lamaran+akad,restoran,weekday
cek rustic jakarta barat 500 60jt-80jt akad+resepsi cafe,tanya_kemungkinan,rustic,jakarta barat,60000000,80000000,500,akad+resepsi,cafe,weekday
vendor batak jakarta pusat 600 150jt-175jt resepsi cafe,cari_vendor,batak,jakarta pusat,150000000,175000000,600,resepsi,cafe,
venue internasional tasikmalaya 300 80jt-100jt akad+resepsi villa,cari_venue,internasional,tasikmalaya,80000000,100000000,300,akad+resepsi,villa,pagi
cek melayu jakarta selatan 400 hotel,tanya_kemungkinan,melayu,jakarta selatan,0,8000000,400,akad+resepsi,hotel,minggu
cek modern semarang 120 20jt-30jt lamaran taman,tanya_kemungkinan,modern,semarang,20000000,30000000,120,lamaran,taman,
catering minimalis depok 500 90jt-120jt lamaran kebun malam,cari_catering,minimalis,depok,90000000,120000000,500,lamaran,kebun,malam
venue bugis puncak 100 200jt-300jt resepsi rooftop,cari_venue,bugis,puncak,200000000,300000000,100,resepsi,rooftop,weekday
catering minang sentul 200 120jt-150jt lamaran+akad pantai siang,cari_catering,minang,sentul,120000000,150000000,200,lamaran+akad,pantai,siang
vendor minang puncak 30 180jt-250jt akad+resepsi taman,cari_vendor,minang,puncak,180000000,250000000,30,akad+resepsi,taman,
paket batak surakarta 120 80jt-90jt lamaran+akad taman siang,cari_rekomendasi_paket,batak,surakarta,80000000,90000000,120,lamaran+akad,taman,siang
dekor melayu malang 150 100jt-150jt resepsi kebun,cari_dekor,melayu,malang,100000000,150000000,150,resepsi,kebun,malam
cek minimalis cirebon 50 100jt-150jt cafe,tanya_kemungkinan,minimalis,cirebon,100000000,150000000,50,akad+resepsi,cafe,
estimasi sunda jakarta pusat 80 estimasi resort,estimasi_budget,sunda,jakarta pusat,0,0,80,lamaran+akad,resort,
cek mix_sunda_jawa jakarta selatan 30 10jt-30jt akad cafe siang,tanya_kemungkinan,mix_sunda_jawa,jakarta selatan,10000000,30000000,30,akad,cafe,siang
dekor melayu cirebon 500 <= 20jt lamaran kebun siang,cari_dekor,melayu,cirebon,0,20000000,500,lamaran,kebun,siang
catering jawa jakarta pusat 120 100jt-150jt akad kebun,cari_catering,jawa,jakarta pusat,100000000,150000000,120,akad,kebun,pagi
venue minimalis surakarta 200 30jt-50jt lamaran+akad masjid weekday,cari_venue,minimalis,surakarta,30000000,50000000,200,lamaran+akad,masjid,weekday
estimasi melayu cirebon 500 estimasi akad+resepsi taman,estimasi_budget,melayu,cirebon,0,0,500,akad+resepsi,taman,minggu
venue melayu bali 80 kebun pagi,cari_venue,melayu,bali,70000000,90000000,80,lamaran+akad,kebun,pagi
estimasi melayu makassar 20 resepsi gedung,estimasi_budget,melayu,makassar,0,0,20,resepsi,gedung,weekday
